Status,Position/Ticket,Symbol,Type,Volume,Open Price,Close Price,Pips,Duration (s),Swap,Commission,Profit,Net P/L,Magic,Comment,Open Time,Close Time
Closed,58074728,GBPUSD,SELL,0.01,1.34245,1.34164,8.099999999999774,5860,0,-0.06,0.81,0.75,110711,MPRFP[tp],2026.04.08 16:30:01,2026.04.08 18:07:41
Closed,58076432,GBPUSD,SELL,0.01,1.34417,1.34164,25.300000000001432,2260,0,-0.06,2.53,2.47,110711,MPRFP[tp],2026.04.08 17:30:01,2026.04.08 18:07:41
Closed,58073282,GBPUSD,SELL,0.01,1.34088,1.34164,-7.599999999998719,10360,0,-0.06,-0.76,-0.82,110711,MPRFP[tp],2026.04.08 15:15:01,2026.04.08 18:07:41
Closed,58044134,GBPUSD,SELL,0.01,1.32428,1.32425,0.2999999999997449,14554,0,-0.06,0.03,-0.03,110711,MPRFP[tp],2026.04.07 22:00:01,2026.04.08 02:02:35
Closed,58052070,GBPUSD,SELL,0.01,1.32593,1.32427,16.599999999999948,1055,0,-0.06,1.66,1.6,110711,MPRFP[tp],2026.04.08 01:45:00,2026.04.08 02:02:35
Closed,58024583,GBPUSD,SELL,0.01,1.32335,1.32252,8.300000000001084,4177,0,-0.06,0.83,0.77,110711,MPRFP[tp],2026.04.07 03:00:01,2026.04.07 04:09:38
Closed,58019091,GBPUSD,SELL,0.01,1.32561,1.32378,18.299999999999983,5359,0,-0.06,1.83,1.77,110711,MPRFP[tp],2026.04.07 00:30:01,2026.04.07 01:59:20
Closed,58015833,GBPUSD,SELL,0.01,1.32354,1.32378,-2.4000000000001798,12557,0,-0.06,-0.24,-0.3,110711,MPRFP[tp],2026.04.06 22:30:03,2026.04.07 01:59:20
Closed,58015298,GBPUSD,SELL,0.01,1.32442,1.32359,8.299999999998864,871,0,-0.06,0.83,0.77,110711,MPRFP[tp],2026.04.06 22:00:01,2026.04.06 22:14:32
Closed,58014295,GBPUSD,SELL,0.01,1.3252,1.32427,9.299999999998754,1878,0,-0.06,0.93,0.87,110711,MPRFP[tp],2026.04.06 21:15:00,2026.04.06 21:46:18
Closed,57995625,GBPUSD,BUY,0.01,1.31979,1.32063,8.399999999999519,194152,0,-0.06,0.84,0.78,110711,MPRFP[tp],2026.04.04 07:15:00,2026.04.06 13:10:52
Closed,57995098,GBPUSD,BUY,0.01,1.31979,1.32063,8.399999999999519,6934,0,-0.06,0.84,0.78,110711,MPRFP[tp],2026.04.04 05:15:06,2026.04.04 07:10:40
Closed,57954797,GBPUSD,SELL,0.01,1.33008,1.32918,8.999999999999009,18409,0,-0.06,0.9,0.84,110711,MPRFP[tp],2026.04.02 07:00:02,2026.04.02 12:06:51
Closed,57886064,GBPUSD,BUY,0.01,1.32067,1.32144,7.699999999999374,18849,0,-0.06,0.77,0.71,110711,MPRFP[tp],2026.03.31 14:30:00,2026.03.31 19:44:09
Closed,57864361,GBPUSD,BUY,0.01,1.32315,1.32058,-25.699999999999612,47889,0,-0.06,-2.57,-2.63,110711,MPRFP[tp],2026.03.30 23:00:00,2026.03.31 12:18:09
Closed,57880755,GBPUSD,BUY,0.01,1.31713,1.32058,34.50000000000175,7387,0,-0.06,3.45,3.39,110711,MPRFP[tp],2026.03.31 10:15:02,2026.03.31 12:18:09
Closed,57868215,GBPUSD,BUY,0.01,1.31908,1.32058,15.000000000000568,41588,0,-0.06,1.5,1.44,110711,MPRFP[tp],2026.03.31 00:45:01,2026.03.31 12:18:09
Closed,57852763,GBPUSD,BUY,0.01,1.32718,1.32798,7.999999999999119,6596,0,-0.06,0.8,0.74,110711,MPRFP[tp],2026.03.30 15:15:00,2026.03.30 17:04:56
Closed,57845230,GBPUSD,BUY,0.01,1.3244,1.32642,20.199999999999108,17520,0,-0.06,2.02,1.96,110711,MPRFP[tp],2026.03.30 09:15:01,2026.03.30 14:07:01
Closed,57838887,GBPUSD,BUY,0.01,1.32683,1.32642,-4.100000000000215,201121,0,-0.06,-0.41,-0.47,110711,MPRFP[tp],2026.03.28 06:15:00,2026.03.30 14:07:01
Closed,57828806,GBPUSD,BUY,0.01,1.33133,1.33219,8.60000000000083,4128,0,-0.06,0.86,0.8,110711,MPRFP[tp],2026.03.28 01:15:01,2026.03.28 02:23:49
Closed,57808015,GBPUSD,BUY,0.01,1.33359,1.33447,8.799999999999919,13503,0,-0.06,0.88,0.82,110711,MPRFP[tp],2026.03.27 09:15:01,2026.03.27 13:00:04
Closed,57793206,GBPUSD,BUY,0.01,1.33554,1.33639,8.500000000000174,1046,0,-0.06,0.85,0.79,110711,MPRFP[tp],2026.03.27 01:00:01,2026.03.27 01:17:27
Closed,57773067,GBPUSD,BUY,0.01,1.33651,1.33533,-11.800000000001809,33735,0,-0.06,-1.18,-1.24,110711,MPRFP[tp],2026.03.26 15:15:01,2026.03.27 00:37:16
Closed,57788607,GBPUSD,BUY,0.01,1.33264,1.33533,26.89999999999859,5835,0,-0.06,2.69,2.63,110711,MPRFP[tp],2026.03.26 23:00:01,2026.03.27 00:37:16
Closed,57781040,GBPUSD,BUY,0.01,1.33437,1.33534,9.699999999999154,19335,0,-0.06,0.97,0.91,110711,MPRFP[tp],2026.03.26 19:15:01,2026.03.27 00:37:16
Closed,57693175,GBPUSD,SELL,0.01,1.34059,1.34088,-2.900000000001235,25218,0,-0.06,-0.29,-0.35,110711,MPRFP[tp],2026.03.24 04:15:01,2026.03.24 11:15:19
Closed,57695803,GBPUSD,SELL,0.01,1.34477,1.34086,39.100000000000804,19819,0,-0.06,3.91,3.85,110711,MPRFP[tp],2026.03.24 05:45:00,2026.03.24 11:15:19
Closed,57691732,GBPUSD,SELL,0.01,1.33896,1.34086,-19.000000000000128,27918,0,-0.06,-1.9,-1.96,110711,MPRFP[tp],2026.03.24 03:30:01,2026.03.24 11:15:19
Closed,57694521,GBPUSD,SELL,0.01,1.34244,1.34086,15.800000000001369,22518,0,-0.06,1.58,1.52,110711,MPRFP[tp],2026.03.24 05:00:01,2026.03.24 11:15:19
Closed,57691246,GBPUSD,SELL,0.01,1.33887,1.33811,7.600000000000939,158,0,-0.06,0.76,0.7,110711,MPRFP[tp],2026.03.24 03:15:01,2026.03.24 03:17:39
Closed,57601013,GBPUSD,SELL,0.01,1.33982,1.3407,-8.799999999999919,35560,0,-0.06,-0.88,-0.94,110711,MPRFP[tp],2026.03.20 04:30:01,2026.03.20 14:22:41
Closed,57600472,GBPUSD,SELL,0.01,1.33819,1.3407,-25.100000000000122,36460,0,-0.06,-2.51,-2.57,110711,MPRFP[tp],2026.03.20 04:15:01,2026.03.20 14:22:41
