Status,Position/Ticket,Symbol,Type,Volume,Open Price,Close Price,Pips,Duration (s),Swap,Commission,Profit,Net P/L,Magic,Comment,Open Time,Close Time
Closed,17260643,EURUSD.i,BUY,0.03,1.14148,1.14273,12.5,9259,0,-0.21,3.75,3.54,123,Market Master EA,2025.06.06 20:00:00,2025.06.06 22:34:19
Closed,16998045,EURUSD.i,BUY,0.03,1.13981,1.14101,12,93423,-0.29,-0.21,3.6,3.1,123,Market Master EA,2025.06.03 22:00:00,2025.06.04 23:57:03
Closed,16813261,EURUSD.i,BUY,0.03,1.13234,1.13354,12,9063,0,-0.21,3.6,3.39,123,Market Master EA,2025.05.30 20:00:00,2025.05.30 22:31:03
Closed,16529144,EURUSD.i,BUY,0.03,1.13652,1.12632,-102,170548,-1.17,-0.21,-30.6,-31.98,123,Market Master EA,2025.05.27 18:00:00,2025.05.29 17:22:28
Closed,16599499,EURUSD.i,BUY,0.06,1.1315,1.12632,-51.8,102007,-1.75,-0.42,-31.08,-33.25,123,Market Master E[p=16529144],2025.05.28 13:02:20,2025.05.29 17:22:27
Closed,16683590,EURUSD.i,BUY,0.12,1.12649,1.12632,-1.7,24590,0,-0.84,-2.04,-2.88,123,Market Master E[p=16529144],2025.05.29 10:32:37,2025.05.29 17:22:27
Closed,16685686,EURUSD.i,BUY,0.24,1.12141,1.12633,49.2,23866,0,-1.68,118.08,116.4,123,Market Master E[p=16529144],2025.05.29 10:44:41,2025.05.29 17:22:27
Closed,16302631,EURUSD.i,BUY,0.03,1.13013,1.13136,12.3,11088,0,-0.21,3.69,3.48,123,Market Master EA,2025.05.22 20:00:00,2025.05.22 23:04:48
Closed,15680958,EURUSD.i,SELL,0.03,1.11354,1.1204,-68.6,87842,0.13,-0.21,-20.58,-20.66,123,Market Master EA,2025.05.14 01:00:00,2025.05.15 01:24:02
Closed,15708238,EURUSD.i,SELL,0.06,1.11971,1.12044,-7.3,55441,0,-0.42,-4.38,-4.8,123,Market Master E[p=15680958],2025.05.14 10:00:00,2025.05.15 01:24:01
Closed,15740562,EURUSD.i,SELL,0.12,1.12469,1.12044,42.5,22547,0,-0.84,51,50.16,123,Market Master E[p=15680958],2025.05.14 19:08:14,2025.05.15 01:24:01
